ThinkTankId,ThinkTankPoliticalWing,ThinkTankName,ThinkTankFoundedOn,OfficerId,OfficerName,OfficerRole,OfficerAppointedOn,OfficerResignedOn,CompanyNumber,CompanyName,CompanyType,CompanyDateOfCreation,CompanyDateOfCessation,CompanySicCode,CompanySicCodeCategory,CompanySicCodeDescription
EU-1217,Right,Policy Exchange,01/01/2002,mjSEWBP68plbaXCbtUcZn2JG0Tg,Lord Daniel William Finkelstein,Director,08/02/2023,,06924821,Chelsea Fc Foundation Trading Company Limited,Ltd,04/06/2009,,93120,"Arts, entertainment and recreation",Activities of sport clubs
EU-1875,Right,Legatum Institute,05/11/2010,WJ27bCqJ3PEWSBiHZ8tULwqf7No,Richard Henry Briance,Director,02/09/2008,30/06/2010,06678036,Topgolf Systems Limited,Ltd,20/08/2008,,93120,"Arts, entertainment and recreation",Activities of sport clubs
EU-1875,Right,Legatum Institute,05/11/2010,WJ27bCqJ3PEWSBiHZ8tULwqf7No,Richard Henry Briance,Director,09/07/2009,30/06/2010,03439400,World Golf Systems Limited,Ltd,25/09/1997,,93120,"Arts, entertainment and recreation",Activities of sport clubs
EU-1682,Right,Centre for Policy Studies,01/01/1974,lEFPOVAk9XyO_gEA07hptokWth4,Robert Ian Molson,Director,02/09/2008,10/09/2013,06678036,Topgolf Systems Limited,Ltd,20/08/2008,,93120,"Arts, entertainment and recreation",Activities of sport clubs
EU-1496,Right,Institute of Economic Affairs,01/01/1955,SdygTttdo_ZPucvePoz5Gg_Fh_E,Robin Warwick Edwards,Director,22/05/2007,27/03/2014,00023072,The Queen's Club Limited,Ltd,27/08/1886,,93120,"Arts, entertainment and recreation",Activities of sport clubs
EU-1414,Left,Demos,01/01/1993,PeQcO5mWAXnpGRro6x4e2BIsw5E,Vaughan Albury Williams,Director,07/11/2007,08/06/2009,00190709,Ealing Golf Club (1923) Limited,Ltd,16/06/1923,,93120,"Arts, entertainment and recreation",Activities of sport clubs
EU-1682,Right,Centre for Policy Studies,01/01/1974,iOQy-5akimHZqA-hB6hVzFmI-u8,John Alfred Stoddard Nash,Director,01/04/1993,19/04/1999,02500623,The Royal County of Berkshire Health & Racquets Club Limited,Ltd,10/05/1990,,93130,"Arts, entertainment and recreation",Fitness facilities
EU-1682,Right,Centre for Policy Studies,01/01/1974,iOQy-5akimHZqA-hB6hVzFmI-u8,John Alfred Stoddard Nash,Director,13/04/1995,19/04/1999,02999311,Esporta Health & Fitness Limited,Ltd,07/12/1994,,93130,"Arts, entertainment and recreation",Fitness facilities
EU-1682,Right,Centre for Policy Studies,01/01/1974,FFpt8gMvp2qw27hoIbuj-JK0IXA,Lord Spencer of Alresford Michael Alan Spencer,Director,25/04/2016,,09519684,Ipgl No.13 Ltd,Ltd,31/03/2015,10/11/2020,93191,"Arts, entertainment and recreation",Activities of racehorse owners
EU-1162,Right,Reform,04/03/2004,iXyBVr0bqfpVdBZwBjZttpfvkAs,Oliver John Woodforde Pawle,Director,11/12/2007,,06449974,Thurloe France Limited,Ltd,11/12/2007,,93191,"Arts, entertainment and recreation",Activities of racehorse owners
EU-1217,Right,Policy Exchange,01/01/2002,lUmFaKI_-7qodDFxQAewWCNjc98,David Robert Meller,Director,26/04/1997,17/07/2006,00104194,Watford Association Football Club Limited(the),Ltd,22/07/1909,,93199,"Arts, entertainment and recreation",Other sports activities
EU-1351,Right,Adam Smith Institute,01/01/1977,QjG5Dhb5rVf33X5h70YC1wXjzLU,Dr Jeya Wilson,Director,03/02/2021,,10363544,Commonwealth Sport Foundation,PrivateLimitedGuarantNscLimitedExemption,07/09/2016,,93199,"Arts, entertainment and recreation",Other sports activities
EU-1842,Right,The Centre for Social Justice,01/01/2004,omNueSZXl54_aZZF0QKyYnmwdvA,Gavin James Poole,Director,14/07/2017,,10867067,Ldn Gp Limited,Ltd,14/07/2017,17/12/2019,93199,"Arts, entertainment and recreation",Other sports activities
EU-1488,Left,Institute for Public Policy Research,01/01/1986,XyJHW2atW15nD69n8FEPCLOarh8,Herman George Guseley,Director,03/09/2009,28/02/2016,05845172,Manchester United Foundation,PrivateLimitedGuarantNscLimitedExemption,13/06/2006,,93199,"Arts, entertainment and recreation",Other sports activities
EU-1488,Left,Institute for Public Policy Research,01/01/1986,q9Ee0w28m1EDuQ8evLsVBMVz2T8,Jane Priscilla Smith,Director,14/06/2014,,09024712,Cycle Brighton Ltd,Ltd,06/05/2014,,93199,"Arts, entertainment and recreation",Other sports activities
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,26/04/2004,,05047041,Tennis for Free Services Limited,Ltd,17/02/2004,07/05/2019,93199,"Arts, entertainment and recreation",Other sports activities
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,01/10/2009,,03594831,European Registry of Tennis Professionals Limited,Ltd,08/07/1998,,93199,"Arts, entertainment and recreation",Other sports activities
EU-1496,Right,Institute of Economic Affairs,01/01/1955,vrnhOytDAEHFUqvm-7TmRXjZNE0,Linda Whetstone,Director,13/11/1997,07/06/2006,03443026,British Dressage,PrivateLimitedGuarantNscLimitedExemption,01/10/1997,,93199,"Arts, entertainment and recreation",Other sports activities
EU-1496,Right,Institute of Economic Affairs,01/01/1955,vrnhOytDAEHFUqvm-7TmRXjZNE0,Linda Whetstone,Director,29/06/2012,17/09/2015,03443026,British Dressage,PrivateLimitedGuarantNscLimitedExemption,01/10/1997,,93199,"Arts, entertainment and recreation",Other sports activities
EU-1217,Right,Policy Exchange,01/01/2002,mjSEWBP68plbaXCbtUcZn2JG0Tg,Lord Daniel William Finkelstein,Director,08/02/2023,,06148015,The Chelsea Players' Trust,PrivateLimitedGuarantNscLimitedExemption,09/03/2007,,93199,"Arts, entertainment and recreation",Other sports activities
EU-1351,Right,Adam Smith Institute,01/01/1977,SOS6ciffXr9zjzrFjJyoNtK04LA,Martin Stuart Davidson,Director,30/07/2009,,06977348,I.I. Foundation,PrivateLimitedGuarantNscLimitedExemption,30/07/2009,26/11/2013,93199,"Arts, entertainment and recreation",Other sports activities
EU-1351,Right,Adam Smith Institute,01/01/1977,SOS6ciffXr9zjzrFjJyoNtK04LA,Martin Stuart Davidson,Director,24/07/2015,,06706693,International Inspiration,PrivateLimitedGuarantNscLimitedExemption,24/09/2008,04/07/2017,93199,"Arts, entertainment and recreation",Other sports activities
EU-1351,Right,Adam Smith Institute,01/01/1977,SOS6ciffXr9zjzrFjJyoNtK04LA,Martin Stuart Davidson,Director,01/05/2016,,00741827,"The Bath, Wilts and North Dorset Gliding Club Limited",PrivateLimitedGuarantNsc,23/11/1962,,93199,"Arts, entertainment and recreation",Other sports activities
EU-1488,Left,Institute for Public Policy Research,01/01/1986,IAQL27D4e1TGlNA5kB3X-o-CmME,Professor Lord Giddens,Director,22/08/2005,17/09/2008,04007132,Premier League Stadium Fund Limited,PrivateLimitedGuarantNsc,30/05/2000,,93199,"Arts, entertainment and recreation",Other sports activities
EU-1488,Left,Institute for Public Policy Research,01/01/1986,IAQL27D4e1TGlNA5kB3X-o-CmME,Professor Lord Giddens,Director,22/08/2005,17/09/2008,03876305,The Football Foundation,PrivateLimitedGuarantNscLimitedExemption,12/11/1999,,93199,"Arts, entertainment and recreation",Other sports activities
EU-1875,Right,Legatum Institute,05/11/2010,aHJ4-Ms585Rbkx50ELsfDsFoik8,Richard William James Parry,Director,13/01/2020,,07474404,Doy Youth Development Ltd,Ltd,20/12/2010,15/06/2021,93199,"Arts, entertainment and recreation",Other sports activities
EU-1217,Right,Policy Exchange,01/01/2002,UQfRq2CwnU9J1ltHyrotwNc8KY4,the Right Hon. Francis Anthony Aylmer Maude,Director,11/10/1995,31/12/1999,02936656,Sportfact Limited,Ltd,08/06/1994,,93199,"Arts, entertainment and recreation",Other sports activities
EU-1842,Right,The Centre for Social Justice,01/01/2004,tgP24OAgX577vJpiXchUr04Th9Q,Carl Alan Mark Florman,Director,23/04/2015,29/09/2016,09483822,Foundation for Futurelondon,PrivateLimitedGuarantNscLimitedExemption,11/03/2015,,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,zaz_W0A5Sm66BnMzKl9G869r66U,Charles Jeremy Mawdesley Hardie,Director,,31/12/1992,00171912,The Royal Naafi,PrivateLimitedGuarantNscLimitedExemption,09/12/1920,,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,296Yt1zhuoRIaU-ZifngSkupppQ,Graham Henry Edwards,Director,22/02/2016,,09834643,Drest Limited,Ltd,21/10/2015,,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
EU-1842,Right,The Centre for Social Justice,01/01/2004,UQ-V_nGtFPeGzR5eUCvD9xjGhNk,John Martineau Kinder,Director,28/07/2010,22/11/2011,05392696,Fox Poker Club Limited,Ltd,15/03/2005,14/10/2014,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
EU-1414,Left,Demos,01/01/1993,xwSVaeRznrZjZBtUbjKC-vwnUmg,John Robert Durant,Director,23/10/2001,30/06/2005,03867925,We the Curious (Enterprises) Limited,Ltd,28/10/1999,,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
EU-1496,Right,Institute of Economic Affairs,01/01/1955,jBeN9FODiT5HdM0Xje4CxpfcEls,Malcolm Hugh Dees Mcalpine,Director,,08/04/1994,01290521,Generation Securities Limited,Ltd,14/12/1976,,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
EU-1875,Right,Legatum Institute,05/11/2010,aHJ4-Ms585Rbkx50ELsfDsFoik8,Richard William James Parry,Director,06/10/2011,03/12/2018,04337267,Lions of Longleat Limited,Ltd,10/12/2001,,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
EU-1875,Right,Legatum Institute,05/11/2010,aHJ4-Ms585Rbkx50ELsfDsFoik8,Richard William James Parry,Director,06/10/2011,02/06/2016,00789512,Longleat Enterprises Limited,Ltd,27/01/1964,,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
EU-1414,Left,Demos,01/01/1993,4EfkZiRj7quFVVbXp3rPkppAyE0,Simon Charles Bowden Cooper,Director,08/08/2000,,03046496,We the Curious Limited,PrivateLimitedGuarantNsc,18/04/1995,,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,dVzFnnHeB3CS1WIwiFxyImJnSJw,Sir Michael Aron Heller,Director,22/01/2001,14/01/2015,03811133,The London Jewish Cultural Centre,PrivateLimitedGuarantNsc,21/07/1999,10/09/2019,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
EU-1682,Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,23/03/2007,27/06/2011,03243972,The National Byway Trust,PrivateLimitedGuarantNscLimitedExemption,23/08/1996,,93290,"Arts, entertainment and recreation",Other amusement and recreation activities n.e.c.
EU-1488,Left,Institute for Public Policy Research,01/01/1986,cDTS5iaxggFAEF4y6eW1Pe9-Mik,Baroness Tessa Ann Vosper Blackstone,Director,24/11/1992,22/12/1995,02756521,Businessldn,PrivateLimitedGuarantNscLimitedExemption,16/10/1992,,94110,Other service activities,Activities of business and employers membership organisations
EU-1496,Right,Institute of Economic Affairs,01/01/1955,I-YaDsekY9uzHQdqqhc-MXtDei8,Bruno George Prior,Director,30/01/2014,01/04/2019,08869506,The Uk Pellet Council,PrivateLimitedGuarantNscLimitedExemption,30/01/2014,,94110,Other service activities,Activities of business and employers membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,14/05/1996,01/10/1997,02082270,Care England,PrivateLimitedGuarantNscLimitedExemption,09/12/1986,,94110,Other service activities,Activities of business and employers membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,09/09/2002,18/11/2004,02756521,Businessldn,PrivateLimitedGuarantNscLimitedExemption,16/10/1992,,94110,Other service activities,Activities of business and employers membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,L6Ov-K4gw19EcZWOQco20lp9PtY,Chaitanya Bhupendra Patel,Director,18/12/2002,03/12/2003,02082270,Care England,PrivateLimitedGuarantNscLimitedExemption,09/12/1986,,94110,Other service activities,Activities of business and employers membership organisations
EU-1682,Right,Centre for Policy Studies,01/01/1974,diEUughCD45Mx35VYjkVVdt-k44,Charlotte Louise Benham Crosswell,Director,26/11/2018,12/07/2021,10250295,Uk Finance Limited,PrivateLimitedGuarantNsc,24/06/2016,,94110,Other service activities,Activities of business and employers membership organisations
EU-1414,Left,Demos,01/01/1993,45gyEVmWrc5om10vcniCf2ywmJo,Dr Christine Elizabeth King,Director,19/09/1995,25/11/1996,00465975,Staffordshire Chambers of Commerce and Industry Ltd.,PrivateLimitedGuarantNsc,19/03/1949,,94110,Other service activities,Activities of business and employers membership organisations
N-EU-2200,Left,Progressive Britain,,4K7cSgdP-IyrM9UXODXZsN2e08U,Emily Jane Wallace,Director,03/07/2017,05/02/2018,02966505,Association of Professional Political Consultants,PrivateLimitedGuarantNscLimitedExemption,05/09/1994,12/02/2019,94110,Other service activities,Activities of business and employers membership organisations
EU-1414,Left,Demos,01/01/1993,NaFNMlssEDo3tdnZo77zHwAu6e8,George Robin Paget Ferguson,Director,,15/04/2005,01986299,Acanthus Associated Architectural Practices Limited,PrivateLimitedGuarantNsc,05/02/1986,,94110,Other service activities,Activities of business and employers membership organisations
EU-1414,Left,Demos,01/01/1993,NaFNMlssEDo3tdnZo77zHwAu6e8,George Robin Paget Ferguson,Secretary,,05/04/1991,01986299,Acanthus Associated Architectural Practices Limited,PrivateLimitedGuarantNsc,05/02/1986,,94110,Other service activities,Activities of business and employers membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,LZUKO9CyXI6v9G5iiveqp6WyuoI,James Peter Cornford,Director,,01/09/1997,01419899,Employee Ownership Association,PrivateLimitedGuarantNscLimitedExemption,15/05/1979,,94110,Other service activities,Activities of business and employers membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,LZUKO9CyXI6v9G5iiveqp6WyuoI,James Peter Cornford,Director,01/10/1999,31/12/2002,01419899,Employee Ownership Association,PrivateLimitedGuarantNscLimitedExemption,15/05/1979,,94110,Other service activities,Activities of business and employers membership organisations
EU-1414,Left,Demos,01/01/1993,daoEpoK6Bnk7jJmbvg9TrX4ltAU,Jan Hall,Director,08/12/1993,24/04/1995,02756521,Businessldn,PrivateLimitedGuarantNscLimitedExemption,16/10/1992,,94110,Other service activities,Activities of business and employers membership organisations
EU-1217,Right,Policy Exchange,01/01/2002,mPXsGw3H9FenMgoV1RQTvYzMX08,Lord Karan Faridoon Bilimoria,Director,02/09/2002,01/12/2006,03991838,The Indus Entrepreneurs Uk Ltd,PrivateLimitedGuarantNsc,12/05/2000,18/08/2015,94110,Other service activities,Activities of business and employers membership organisations
EU-1217,Right,Policy Exchange,01/01/2002,mPXsGw3H9FenMgoV1RQTvYzMX08,Lord Karan Faridoon Bilimoria,Director,25/06/2008,22/09/2010,00015993,London Chamber of Commerce and Industry (the),PrivateLimitedGuarantNscLimitedExemption,22/10/1881,,94110,Other service activities,Activities of business and employers membership organisations
EU-1217,Right,Policy Exchange,01/01/2002,mPXsGw3H9FenMgoV1RQTvYzMX08,Lord Karan Faridoon Bilimoria,Director,29/11/2022,,10763507,World Business Organization Limited,PrivateLimitedGuarantNsc,10/05/2017,,94110,Other service activities,Activities of business and employers membership organisations
EU-1217,Right,Policy Exchange,01/01/2002,ccMYThDIOWjAZl6RCq_jtc-knWY,Lord Theodore Thomas More Agnew,Director,06/12/2007,25/03/2013,05234236,Norfolk Community Foundation,PrivateLimitedGuarantNscLimitedExemption,17/09/2004,,94110,Other service activities,Activities of business and employers membership organisations
EU-1496,Right,Institute of Economic Affairs,01/01/1955,jBeN9FODiT5HdM0Xje4CxpfcEls,Malcolm Hugh Dees Mcalpine,Director,07/06/2006,03/12/2008,01198998,Construction Confederation Holdings Limited,Ltd,04/02/1975,06/09/2016,94110,Other service activities,Activities of business and employers membership organisations
EU-1496,Right,Institute of Economic Affairs,01/01/1955,jBeN9FODiT5HdM0Xje4CxpfcEls,Malcolm Hugh Dees Mcalpine,Director,17/02/2009,24/05/2011,06648728,Uk Contractors Group Limited,PrivateLimitedGuarantNsc,16/07/2008,25/06/2019,94110,Other service activities,Activities of business and employers membership organisations
EU-1256,Left,Compass,01/01/2003,QS4yGj-BSNjmxg9SRKyGmFpDwCs,Mark Anthony Cooke,Secretary,15/02/2002,14/06/2004,04331622,Bpif Limited,Ltd,29/11/2001,21/02/2023,94110,Other service activities,Activities of business and employers membership organisations
EU-1256,Left,Compass,01/01/2003,QS4yGj-BSNjmxg9SRKyGmFpDwCs,Mark Anthony Cooke,Secretary,15/02/2002,13/06/2004,04340242,British Printing Industries Federation Ltd,PrivateLimitedGuarantNsc,14/12/2001,,94110,Other service activities,Activities of business and employers membership organisations
EU-1256,Left,Compass,01/01/2003,QS4yGj-BSNjmxg9SRKyGmFpDwCs,Mark Anthony Cooke,Director,18/12/2014,08/07/2021,01130269,Pensions and Lifetime Savings Association,PrivateLimitedGuarantNsc,21/08/1973,,94110,Other service activities,Activities of business and employers membership organisations
EU-1256,Left,Compass,01/01/2003,QS4yGj-BSNjmxg9SRKyGmFpDwCs,Mark Anthony Cooke,Director,04/03/2016,08/07/2021,10043146,National Association of Pension Funds Ltd,PrivateLimitedGuarantNsc,04/03/2016,,94110,Other service activities,Activities of business and employers membership organisations
EU-1256,Left,Compass,01/01/2003,QS4yGj-BSNjmxg9SRKyGmFpDwCs,Mark Anthony Cooke,Director,08/05/2017,08/07/2021,09726827,Plsa Ltd,Ltd,11/08/2015,,94110,Other service activities,Activities of business and employers membership organisations
EU-1256,Left,Compass,01/01/2003,QS4yGj-BSNjmxg9SRKyGmFpDwCs,Mark Anthony Cooke,Director,19/11/2018,08/07/2021,06917325,Pension Quality Mark Limited,PrivateLimitedGuarantNsc,28/05/2009,,94110,Other service activities,Activities of business and employers membership organisations
EU-1842,Right,The Centre for Social Justice,01/01/2004,Ef6DLc3ARXXt7N6CZkrWzS0TLy0,Mark Florman,Director,03/06/2005,09/06/2022,00092069,Swedish Chamber of Commerce for the United Kingdom,PrivateLimitedGuarantNsc,11/02/1907,,94110,Other service activities,Activities of business and employers membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,G1fnX8PtOLYOrOe7vgB5YsmHXBU,Matthew Taylor,Director,08/07/2021,,05252407,The Nhs Confederation (Services) Company Limited,PrivateLimitedGuarantNsc,06/10/2004,,94110,Other service activities,Activities of business and employers membership organisations
EU-1414,Left,Demos,01/01/1993,_SQU1OnieBkC0K9x-fp3tl_G88c,Neil Roger Sherlock,Director,09/09/2002,05/09/2006,02756521,Businessldn,PrivateLimitedGuarantNscLimitedExemption,16/10/1992,,94110,Other service activities,Activities of business and employers membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,IAQL27D4e1TGlNA5kB3X-o-CmME,Professor Lord Giddens,Director,24/11/1998,29/07/2002,02756521,Businessldn,PrivateLimitedGuarantNscLimitedExemption,16/10/1992,,94110,Other service activities,Activities of business and employers membership organisations
EU-1414,Left,Demos,01/01/1993,4EfkZiRj7quFVVbXp3rPkppAyE0,Simon Charles Bowden Cooper,Director,28/05/1997,,00008752,"Bristol Chamber of Commerce, Industry and Shipping",PrivateLimitedGuarantNsc,16/09/1874,,94110,Other service activities,Activities of business and employers membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,xQ4GeKhfohs-kHItvhWwVY6uFBs,Sir Christopher John Powell,Director,15/12/2009,25/06/2019,01195756,Advertising Standards Board of Finance Limited(the),PrivateLimitedGuarantNsc,08/01/1975,,94110,Other service activities,Activities of business and employers membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,xQ4GeKhfohs-kHItvhWwVY6uFBs,Sir Christopher John Powell,Director,15/12/2009,25/06/2019,05017678,The Broadcast Advertising Standards Board of Finance Limited,PrivateLimitedGuarantNsc,16/01/2004,,94110,Other service activities,Activities of business and employers membership organisations
EU-1682,Right,Centre for Policy Studies,01/01/1974,8khcR0KhX7owXGjlO_7MAjFWrA0,the Hon Sir Rocco Giovanni Forte,Director,08/12/1993,09/01/1996,02756521,Businessldn,PrivateLimitedGuarantNscLimitedExemption,16/10/1992,,94110,Other service activities,Activities of business and employers membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,ejsnNBsviW-HbTEz5B20TXHdmSU,Amahl Smith,Director,11/07/2000,09/09/2003,03182826,The Charity Finance Group,PrivateLimitedGuarantNscLimitedExemption,29/03/1996,,94120,Other service activities,Activities of professional membership organisations
EU-1682,Right,Centre for Policy Studies,01/01/1974,diEUughCD45Mx35VYjkVVdt-k44,Charlotte Louise Benham Crosswell,Director,21/08/2017,30/04/2021,09007658,Innovate Finance Limited,PrivateLimitedGuarantNsc,23/04/2014,,94120,Other service activities,Activities of professional membership organisations
EU-1217,Right,Policy Exchange,01/01/2002,qYkW3AGyCcpDXKn1ja1U2WHQf-s,Colin Barrow,Director,16/05/2000,31/08/2004,03490270,The Local Government Information House Limited,Ltd,08/01/1998,06/07/2021,94120,Other service activities,Activities of professional membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,zhwqu-rjJVVZwyOyqgVECCRMVCA,Gail Ruth Rebuck,Director,16/04/2003,29/04/2009,03282879,The Publishers Association Limited,PrivateLimitedGuarantNsc,22/11/1996,,94120,Other service activities,Activities of professional membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,TBPI57--AVF9Ap0SvtBBUbaBZYQ,John Crowther Makinson,Director,19/04/2005,09/05/2007,03282879,The Publishers Association Limited,PrivateLimitedGuarantNsc,22/11/1996,,94120,Other service activities,Activities of professional membership organisations
EU-1414,Left,Demos,01/01/1993,_AgKuf06Qg4Hn7IKmgJoP7Dli1U,Marcial Antonio Boo,Director,17/09/2021,,13628098,Institute of Regulation,PrivateLimitedGuarantNscLimitedExemption,17/09/2021,,94120,Other service activities,Activities of professional membership organisations
EU-1842,Right,The Centre for Social Justice,01/01/2004,Ef6DLc3ARXXt7N6CZkrWzS0TLy0,Mark Florman,Director,31/03/2011,30/04/2013,01697461,The British Private Equity and Venture Capital Association,PrivateLimitedGuarantNsc,07/02/1983,,94120,Other service activities,Activities of professional membership organisations
EU-1414,Left,Demos,01/01/1993,PbaQfduL3-ek_oBRtSEpS2lZKHg,Polly Elizabeth Curtis,Director,17/04/2018,25/06/2021,03047323,The Society of Editors,PrivateLimitedGuarantNscLimitedExemption,19/04/1995,,94120,Other service activities,Activities of professional membership organisations
EU-1217,Right,Policy Exchange,01/01/2002,bwlwtH2ksiKLgWQCPrl__P4-bVM,Simon Edward Brocklebank-Fowler,Director,29/03/1995,15/06/1999,02294631,The Investor Relations Society,PrivateLimitedGuarantNsc,09/09/1988,,94120,Other service activities,Activities of professional membership organisations
EU-1682,Right,Centre for Policy Studies,01/01/1974,sz59Dvx4cbADwwQhnHW25So1i-c,Sir Ronald Halstead,Director,07/07/1992,21/06/2021,01747162,Engineering Industries Association,PrivateLimitedGuarantNsc,19/08/1983,,94120,Other service activities,Activities of professional membership organisations
EU-1488,Left,Institute for Public Policy Research,01/01/1986,2Y6_yIk8NVHxDcqiUwyIrmju-Js,Lord Clive Brooke,Director,20/05/1999,13/03/2000,03773722,Unions 21,PrivateLimitedGuarantNscLimitedExemption,20/05/1999,,94200,Other service activities,Activities of trade unions
N-EU-2200,Left,Progressive Britain,,Aky_v9syE6pFVmk2wUIEGYDls9o,Lord Jonathan Neil Mendelsohn,Director,23/01/2001,20/12/2005,04146486,Antisemitism Policy Trust,PrivateLimitedGuarantNscLimitedExemption,23/01/2001,,94910,Other service activities,Activities of religious organisations
EU-1162,Right,Reform,04/03/2004,iXyBVr0bqfpVdBZwBjZttpfvkAs,Oliver John Woodforde Pawle,Director,27/10/2020,,05603035,Kristos Media,PrivateLimitedGuarantNscLimitedExemption,25/10/2005,,94910,Other service activities,Activities of religious organisations
EU-1842,Right,The Centre for Social Justice,01/01/2004,SXp__iYAw2TQGPgucAv-b7lfpeg,Thomas Charles Jackson,Director,03/05/2005,02/11/2010,05003795,Prison Fellowship,PrivateLimitedGuarantNscLimitedExemption,24/12/2003,,94910,Other service activities,Activities of religious organisations
EU-1875,Right,Legatum Institute,05/11/2010,-WROeUgQbc8qVM5hODljCS8Bqhk,Warren Harold Lancaster,Secretary,17/11/2001,17/11/2006,03140347,"The Leprosy Mission England, Wales, the Channel Islands and the Isle of Man",PrivateLimitedGuarantNscLimitedExemption,21/12/1995,,94910,Other service activities,Activities of religious organisations
EU-1256,Left,Compass,01/01/2003,_Vl6Tr3iFRf8pt_au-23dzOagQU,Andrew David Martin,Director,06/04/2019,,05391145,Compass - Together for a Good Society Ltd,PrivateLimitedGuarantNsc,14/03/2005,,94920,Other service activities,Activities of political organisations
N-EU-2200,Left,Progressive Britain,,ja3fWJb7lPnwKDg8hEBvUn0Tu1g,Baroness Mary Theresa Goudie,Director,11/03/2021,,03109611,Progressive Britain Ltd,PrivateLimitedGuarantNsc,03/10/1995,,94920,Other service activities,Activities of political organisations
EU-1256,Left,Compass,01/01/2003,453Uwq3tgYZFIYBq7Iioa4q4Jkk,Barry James Knight,Director,28/01/2020,,05391145,Compass - Together for a Good Society Ltd,PrivateLimitedGuarantNsc,14/03/2005,,94920,Other service activities,Activities of political organisations
EU-1853,Right,Bow Group,01/01/1951,2TfPYaryd5xZXaMre00WTiOCm7Y,Benjamin Ben Harris-Quinney,Director,12/03/2013,,08440197,Conservative Grassroots Ltd,Ltd,12/03/2013,04/08/2015,94920,Other service activities,Activities of political organisations
N-EU-2200,Left,Progressive Britain,,SQS-IEB13ej0YK0ESu940gGOpWs,Catherine Carberry,Director,16/01/2020,,03109611,Progressive Britain Ltd,PrivateLimitedGuarantNsc,03/10/1995,,94920,Other service activities,Activities of political organisations
N-EU-2200,Left,Progressive Britain,,DiZcezzxKjg3QubsKszc1kvUmzU,Councillor Darren Murphy,Director,15/07/1998,01/07/2001,03109611,Progressive Britain Ltd,PrivateLimitedGuarantNsc,03/10/1995,,94920,Other service activities,Activities of political organisations
N-EU-2200,Left,Progressive Britain,,UMq6GOe7ckOa80OHNkgbat7LuSk,Derek William Draper,Director,12/10/1995,15/07/1998,03109611,Progressive Britain Ltd,PrivateLimitedGuarantNsc,03/10/1995,,94920,Other service activities,Activities of political organisations
EU-1256,Left,Compass,01/01/2003,6y3xnhU97k5LgQsgAjhuv58ODn8,Edward Harry Saperia,Director,06/04/2019,,05391145,Compass - Together for a Good Society Ltd,PrivateLimitedGuarantNsc,14/03/2005,,94920,Other service activities,Activities of political organisations
N-EU-2200,Left,Progressive Britain,,4K7cSgdP-IyrM9UXODXZsN2e08U,Emily Jane Wallace,Director,16/06/2021,,03109611,Progressive Britain Ltd,PrivateLimitedGuarantNsc,03/10/1995,,94920,Other service activities,Activities of political organisations
N-EU-2200,Left,Progressive Britain,,Y_ySn5SGdD1uooa5YI52u-UGxpQ,Gemma Doyle,Director,27/03/2023,,03109611,Progressive Britain Ltd,PrivateLimitedGuarantNsc,03/10/1995,,94920,Other service activities,Activities of political organisations
